"plant_no","leafP","leafP_val","plant_name.x.x","genus.x.x","family.x.x","leafN","leafN_val","plant_name.y.x","genus.y.x","family.y.x","plant_name","no_bugs","cl","clonality_state","plant_name.x.y","genus.x.y","family.x.y","dicliny","dicliny_val","plant_name.y.y","genus.y.y","family.y.y"
800350170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRUNUS PADUS",31,"Clonality: normal state","Little or no vegetative spread","PRUNUS PADUS","PRUNUS","ROSACEAE","Dicliny","hermaphrodite","PRUNUS PADUS","PRUNUS","ROSACEAE"
800350180,"Mature leaf P concentration (mg/g)",">3","PRUNUS SEROTINA","PRUNUS","ROSACEAE","Mature leaf N concentration (mg/g)","20-30","PRUNUS SEROTINA","PRUNUS","ROSACEAE",NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","PRUNUS SEROTINA","PRUNUS","ROSACEAE"
800350210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","PRUNUS LAUROCERASUS","PRUNUS","ROSACEAE","Dicliny","hermaphrodite","PRUNUS LAUROCERASUS","PRUNUS","ROSACEAE"
810080010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LABURNUM ANAGYROIDES",7,"Clonality: normal state","Little or no vegetative spread","LABURNUM ANAGYROIDES","LABURNUM","FABACEAE","Dicliny","hermaphrodite","LABURNUM ANAGYROIDES","LABURNUM","FABACEAE"
810120200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYTISUS SCOPARIUS",12,"Clonality: normal state","Little or no vegetative spread","CYTISUS SCOPARIUS","CYTISUS","FABACEAE","Dicliny","hermaphrodite","CYTISUS SCOPARIUS","CYTISUS","FABACEAE"
810160010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENISTA TINCTORIA",18,"Clonality: normal state","Little or no vegetative spread","GENISTA TINCTORIA","GENISTA","FABACEAE","Dicliny","hermaphrodite","GENISTA TINCTORIA","GENISTA","FABACEAE"
810160160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENISTA PILOSA",4,"Clonality: normal state","Little or no vegetative spread","GENISTA PILOSA","GENISTA","FABACEAE","Dicliny","hermaphrodite","GENISTA PILOSA","GENISTA","FABACEAE"
810160280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENISTA ANGLICA",6,"Clonality: normal state","Little or no vegetative spread","GENISTA ANGLICA","GENISTA","FABACEAE","Dicliny","hermaphrodite","GENISTA ANGLICA","GENISTA","FABACEAE"
810240010,"Mature leaf P concentration (mg/g)","1-2","ULEX EUROPAEUS","ULEX","FABACEAE","Mature leaf N concentration (mg/g)","10-20","ULEX EUROPAEUS","ULEX","FABACEAE","ULEX EUROPAEUS",23,"Clonality: normal state","Little or no vegetative spread","ULEX EUROPAEUS","ULEX","FABACEAE","Dicliny","hermaphrodite","ULEX EUROPAEUS","ULEX","FABACEAE"
810240020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ULEX MINOR",9,"Clonality: normal state","Little or no vegetative spread","ULEX MINOR","ULEX","FABACEAE","Dicliny","hermaphrodite","ULEX MINOR","ULEX","FABACEAE"
810240030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ULEX GALLII",5,"Clonality: normal state","Little or no vegetative spread","ULEX GALLII","ULEX","FABACEAE","Dicliny","hermaphrodite","ULEX GALLII","ULEX","FABACEAE"
810280080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","LUPINUS NOOTKATENSIS","LUPINUS","FABACEAE"
810280090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LUPINUS POLYPHYLLUS","LUPINUS","FABACEAE","Dicliny","hermaphrodite","LUPINUS POLYPHYLLUS","LUPINUS","FABACEAE"
810280100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUPINUS ARBOREUS",2,"Clonality: normal state","Little or no vegetative spread","LUPINUS ARBOREUS","LUPINUS","FABACEAE","Dicliny","hermaphrodite","LUPINUS ARBOREUS","LUPINUS","FABACEAE"
810300010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Clones formed by suckering from roots","ROBINIA PSEUDOACACIA","ROBINIA","FABACEAE","Dicliny","hermaphrodite","ROBINIA PSEUDOACACIA","ROBINIA","FABACEAE"
810330010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COLUTEA ARBORESCENS",1,"Clonality: normal state","Little or no vegetative spread","COLUTEA ARBORESCENS","COLUTEA","FABACEAE","Dicliny","hermaphrodite","COLUTEA ARBORESCENS","COLUTEA","FABACEAE"
810380270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ASTRAGALUS DANICUS","ASTRAGALUS","FABACEAE","Dicliny","hermaphrodite","ASTRAGALUS DANICUS","ASTRAGALUS","FABACEAE"
810380380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASTRAGALUS ALPINUS",1,"Clonality: normal state","Little or no vegetative spread","ASTRAGALUS ALPINUS","ASTRAGALUS","FABACEAE","Dicliny","hermaphrodite","ASTRAGALUS ALPINUS","ASTRAGALUS","FABACEAE"
810380430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASTRAGALUS GLYCYPHYLLOS",3,"Clonality: normal state","Little or no vegetative spread","ASTRAGALUS GLYCYPHYLLOS","ASTRAGALUS","FABACEAE","Dicliny","hermaphrodite","ASTRAGALUS GLYCYPHYLLOS","ASTRAGALUS","FABACEAE"
810390110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","OXYTROPIS CAMPESTRIS","OXYTROPIS","FABACEAE","Dicliny","hermaphrodite","OXYTROPIS CAMPESTRIS","OXYTROPIS","FABACEAE"
810390180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","OXYTROPIS HALLERI","OXYTROPIS","FABACEAE","Dicliny","hermaphrodite","OXYTROPIS HALLERI","OXYTROPIS","FABACEAE"
810470100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA CRACCA",18,"Clonality: normal state","Rhizome shortly creeping","VICIA CRACCA","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA CRACCA","VICIA","FABACEAE"
810490010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA OROBUS",2,"Clonality: normal state","Little or no vegetative spread","VICIA OROBUS","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA OROBUS","VICIA","FABACEAE"
810490160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA SYLVATICA",8,"Clonality: normal state","Rhizome shortly creeping","VICIA SYLVATICA","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA SYLVATICA","VICIA","FABACEAE"
810490310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA HIRSUTA",3,"Clonality: normal state","Little or no vegetative spread","VICIA HIRSUTA","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA HIRSUTA","VICIA","FABACEAE"
810490350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA PARVIFLORA",2,"Clonality: normal state","Little or no vegetative spread","VICIA PARVIFLORA","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA PARVIFLORA","VICIA","FABACEAE"
810490360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA TETRASPERMA",5,"Clonality: normal state","Little or no vegetative spread","VICIA TETRASPERMA","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA TETRASPERMA","VICIA","FABACEAE"
810490420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA SEPIUM",12,"Clonality: normal state","Rhizome shortly creeping","VICIA SEPIUM","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA SEPIUM","VICIA","FABACEAE"
810490430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA BITHYNICA",2,"Clonality: normal state","Little or no vegetative spread","VICIA BITHYNICA","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA BITHYNICA","VICIA","FABACEAE"
810490460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA SATIVA",6,"Clonality: normal state","Little or no vegetative spread","VICIA SATIVA","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA SATIVA","VICIA","FABACEAE"
810490470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA LATHYROIDES",2,"Clonality: normal state","Little or no vegetative spread","VICIA LATHYROIDES","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA LATHYROIDES","VICIA","FABACEAE"
810490510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VICIA LUTEA",5,"Clonality: normal state","Little or no vegetative spread","VICIA LUTEA","VICIA","FABACEAE","Dicliny","hermaphrodite","VICIA LUTEA","VICIA","FABACEAE"
810510030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","LATHYRUS NIGER","LATHYRUS","FABACEAE"
810510040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATHYRUS JAPONICUS",1,"Clonality: normal state","Little or no vegetative spread","LATHYRUS JAPONICUS","LATHYRUS","FABACEAE","Dicliny","hermaphrodite","LATHYRUS JAPONICUS","LATHYRUS","FABACEAE"
810510190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATHYRUS LINIFOLIUS",7,"Clonality: normal state","Rhizome far creeping","LATHYRUS LINIFOLIUS","LATHYRUS","FABACEAE","Dicliny","hermaphrodite","LATHYRUS LINIFOLIUS","LATHYRUS","FABACEAE"
810510200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATHYRUS PRATENSIS",13,"Clonality: normal state","Rhizome far creeping","LATHYRUS PRATENSIS","LATHYRUS","FABACEAE","Dicliny","hermaphrodite","LATHYRUS PRATENSIS","LATHYRUS","FABACEAE"
810510230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATHYRUS PALUSTRIS",3,"Clonality: normal state","Rhizome far creeping","LATHYRUS PALUSTRIS","LATHYRUS","FABACEAE","Dicliny","hermaphrodite","LATHYRUS PALUSTRIS","LATHYRUS","FABACEAE"
810510320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATHYRUS SYLVESTRIS",4,"Clonality: normal state","Rhizome shortly creeping","LATHYRUS SYLVESTRIS","LATHYRUS","FABACEAE","Dicliny","hermaphrodite","LATHYRUS SYLVESTRIS","LATHYRUS","FABACEAE"
810510530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LATHYRUS NISSOLIA","LATHYRUS","FABACEAE","Dicliny","hermaphrodite","LATHYRUS NISSOLIA","LATHYRUS","FABACEAE"
810510540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LATHYRUS APHACA","LATHYRUS","FABACEAE","Dicliny","hermaphrodite","LATHYRUS APHACA","LATHYRUS","FABACEAE"
810530120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ONONIS RECLINATA","ONONIS","FABACEAE","Dicliny","hermaphrodite","ONONIS RECLINATA","ONONIS","FABACEAE"
810530320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ONONIS SPINOSA",13,"Clonality: normal state","Little or no vegetative spread","ONONIS SPINOSA","ONONIS","FABACEAE","Dicliny","hermaphrodite","ONONIS SPINOSA","ONONIS","FABACEAE"
810530330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ONONIS REPENS",13,"Clonality: normal state","Rhizome far creeping","ONONIS REPENS","ONONIS","FABACEAE","Dicliny","hermaphrodite","ONONIS REPENS","ONONIS","FABACEAE"
810540020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MELILOTUS ALTISSIMUS",2,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","MELILOTUS ALTISSIMUS","MELILOTUS","FABACEAE"
810540030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MELILOTUS ALBUS",6,"Clonality: normal state","Little or no vegetative spread","MELILOTUS ALBUS","MELILOTUS","FABACEAE","Dicliny","hermaphrodite","MELILOTUS ALBUS","MELILOTUS","FABACEAE"
810540050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MELILOTUS OFFICINALIS",10,"Clonality: normal state","Little or no vegetative spread","MELILOTUS OFFICINALIS","MELILOTUS","FABACEAE","Dicliny","hermaphrodite","MELILOTUS OFFICINALIS","MELILOTUS","FABACEAE"
810560010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDICAGO LUPULINA",4,"Clonality: normal state","Little or no vegetative spread","MEDICAGO LUPULINA","MEDICAGO","FABACEAE","Dicliny","hermaphrodite","MEDICAGO LUPULINA","MEDICAGO","FABACEAE"
810560050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEDICAGO SATIVA",8,"Clonality: normal state","Little or no vegetative spread","MEDICAGO SATIVA","MEDICAGO","FABACEAE","Dicliny","hermaphrodite","MEDICAGO SATIVA","MEDICAGO","FABACEAE"
810560300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","MEDICAGO ARABICA","MEDICAGO","FABACEAE","Dicliny","hermaphrodite","MEDICAGO ARABICA","MEDICAGO","FABACEAE"
810560310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","MEDICAGO POLYMORPHA","MEDICAGO","FABACEAE","Dicliny","hermaphrodite","MEDICAGO POLYMORPHA","MEDICAGO","FABACEAE"
810560370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","MEDICAGO MINIMA","MEDICAGO","FABACEAE","Dicliny","hermaphrodite","MEDICAGO MINIMA","MEDICAGO","FABACEAE"
810570010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM ORNITHOPODIOIDES","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM ORNITHOPODIOIDES","TRIFOLIUM","FABACEAE"
810570050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM STRICTUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM STRICTUM","TRIFOLIUM","FABACEAE"
810570100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIFOLIUM REPENS",20,"Clonality: normal state","Extensively creeping and rooting at nodes","TRIFOLIUM REPENS","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM REPENS","TRIFOLIUM","FABACEAE"
810570110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","TRIFOLIUM OCCIDENTALE","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM OCCIDENTALE","TRIFOLIUM","FABACEAE"
810570140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIFOLIUM HYBRIDUM",1,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM HYBRIDUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM HYBRIDUM","TRIFOLIUM","FABACEAE"
810570220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM GLOMERATUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM GLOMERATUM","TRIFOLIUM","FABACEAE"
810570230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM SUFFOCATUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM SUFFOCATUM","TRIFOLIUM","FABACEAE"
810570290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Extensively creeping and rooting at nodes","TRIFOLIUM FRAGIFERUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM FRAGIFERUM","TRIFOLIUM","FABACEAE"
810570420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","TRIFOLIUM AUREUM","TRIFOLIUM","FABACEAE"
810570440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIFOLIUM CAMPESTRE",4,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM CAMPESTRE","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM CAMPESTRE","TRIFOLIUM","FABACEAE"
810570460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIFOLIUM DUBIUM",2,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM DUBIUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM DUBIUM","TRIFOLIUM","FABACEAE"
810570470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM MICRANTHUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM MICRANTHUM","TRIFOLIUM","FABACEAE"
810570480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM STRIATUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM STRIATUM","TRIFOLIUM","FABACEAE"
810570490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIFOLIUM ARVENSE",2,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM ARVENSE","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM ARVENSE","TRIFOLIUM","FABACEAE"
810570520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM BOCCONEI","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM BOCCONEI","TRIFOLIUM","FABACEAE"
810570580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM SCABRUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM SCABRUM","TRIFOLIUM","FABACEAE"
810570620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM INCARNATUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM INCARNATUM","TRIFOLIUM","FABACEAE"
810570630,"Mature leaf P concentration (mg/g)","2-3","TRIFOLIUM PRATENSE","TRIFOLIUM","FABACEAE","Mature leaf N concentration (mg/g)",">30","TRIFOLIUM PRATENSE","TRIFOLIUM","FABACEAE","TRIFOLIUM PRATENSE",26,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM PRATENSE","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM PRATENSE","TRIFOLIUM","FABACEAE"
810570740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM MEDIUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM MEDIUM","TRIFOLIUM","FABACEAE"
810570850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM OCHROLEUCON","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM OCHROLEUCON","TRIFOLIUM","FABACEAE"
810570930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM SQUAMOSUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM SQUAMOSUM","TRIFOLIUM","FABACEAE"
810570970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TRIFOLIUM SUBTERRANEUM","TRIFOLIUM","FABACEAE","Dicliny","hermaphrodite","TRIFOLIUM SUBTERRANEUM","TRIFOLIUM","FABACEAE"
810590010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LOTUS GLABER","LOTUS","FABACEAE","Dicliny","hermaphrodite","LOTUS GLABER","LOTUS","FABACEAE"
810590070,"Mature leaf P concentration (mg/g)","1-2","LOTUS CORNICULATUS","LOTUS","FABACEAE","Mature leaf N concentration (mg/g)","20-30","LOTUS CORNICULATUS","LOTUS","FABACEAE","LOTUS CORNICULATUS",134,"Clonality: normal state","Little or no vegetative spread","LOTUS CORNICULATUS","LOTUS","FABACEAE","Dicliny","hermaphrodite","LOTUS CORNICULATUS","LOTUS","FABACEAE"
810590070,"Mature leaf P concentration (mg/g)","<1","LOTUS CORNICULATUS","LOTUS","FABACEAE","Mature leaf N concentration (mg/g)","20-30","LOTUS CORNICULATUS","LOTUS","FABACEAE","LOTUS CORNICULATUS",134,"Clonality: normal state","Little or no vegetative spread","LOTUS CORNICULATUS","LOTUS","FABACEAE","Dicliny","hermaphrodite","LOTUS CORNICULATUS","LOTUS","FABACEAE"
810590090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOTUS PEDUNCULATUS",8,"Clonality: normal state","Little or no vegetative spread","LOTUS PEDUNCULATUS","LOTUS","FABACEAE","Dicliny","hermaphrodite","LOTUS PEDUNCULATUS","LOTUS","FABACEAE"
810590150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LOTUS SUBBIFLORUS","LOTUS","FABACEAE","Dicliny","hermaphrodite","LOTUS SUBBIFLORUS","LOTUS","FABACEAE"
810590160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LOTUS ANGUSTISSIMUS","LOTUS","FABACEAE","Dicliny","hermaphrodite","LOTUS ANGUSTISSIMUS","LOTUS","FABACEAE"
810630150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTHYLLIS VULNERARIA",12,"Clonality: normal state","Little or no vegetative spread","ANTHYLLIS VULNERARIA","ANTHYLLIS","FABACEAE","Dicliny","hermaphrodite","ANTHYLLIS VULNERARIA","ANTHYLLIS","FABACEAE"
810640030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ORNITHOPUS PERPUSILLUS","ORNITHOPUS","FABACEAE","Dicliny","hermaphrodite","ORNITHOPUS PERPUSILLUS","ORNITHOPUS","FABACEAE"
810640040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","ORNITHOPUS PINNATUS","ORNITHOPUS","FABACEAE","Dicliny","hermaphrodite","ORNITHOPUS PINNATUS","ORNITHOPUS","FABACEAE"
810650060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SECURIGERA VARIA",2,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","SECURIGERA VARIA","SECURIGERA","FABACEAE"
810660030,"Mature leaf P concentration (mg/g)","1-2","HIPPOCREPIS COMOSA","HIPPOCREPIS","FABACEAE","Mature leaf N concentration (mg/g)",">30","HIPPOCREPIS COMOSA","HIPPOCREPIS","FABACEAE","HIPPOCREPIS COMOSA",7,"Clonality: normal state","Little or no vegetative spread","HIPPOCREPIS COMOSA","HIPPOCREPIS","FABACEAE","Dicliny","hermaphrodite","HIPPOCREPIS COMOSA","HIPPOCREPIS","FABACEAE"
810710210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ONOBRYCHIS VICIIFOLIA",7,"Clonality: normal state","Little or no vegetative spread","ONOBRYCHIS VICIIFOLIA","ONOBRYCHIS","FABACEAE","Dicliny","hermaphrodite","ONOBRYCHIS VICIIFOLIA","ONOBRYCHIS","FABACEAE"
820010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OXALIS CORNICULATA",1,"Clonality: normal state","Extensively creeping and rooting at nodes","OXALIS CORNICULATA","OXALIS","OXALIDACEAE","Dicliny","hermaphrodite","OXALIS CORNICULATA","OXALIS","OXALIDACEAE"
820010040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","OXALIS STRICTA","OXALIS","OXALIDACEAE","Dicliny","hermaphrodite","OXALIS STRICTA","OXALIS","OXALIDACEAE"
820010050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","OXALIS ARTICULATA","OXALIS","OXALIDACEAE","Dicliny","hermaphrodite","OXALIS ARTICULATA","OXALIS","OXALIDACEAE"
820010060,"Mature leaf P concentration (mg/g)","2-3","OXALIS ACETOSELLA","OXALIS","OXALIDACEAE","Mature leaf N concentration (mg/g)","10-20","OXALIS ACETOSELLA","OXALIS","OXALIDACEAE",NA,NA,"Clonality: normal state","Rhizome shortly creeping","OXALIS ACETOSELLA","OXALIS","OXALIDACEAE","Dicliny","hermaphrodite","OXALIS ACETOSELLA","OXALIS","OXALIDACEAE"
820010100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets at or below ground","OXALIS PES-CAPRAE","OXALIS","OXALIDACEAE","Dicliny","hermaphrodite","OXALIS PES-CAPRAE","OXALIS","OXALIDACEAE"
830010060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GERANIUM SANGUINEUM",1,"Clonality: normal state","Rhizome far creeping","GERANIUM SANGUINEUM","GERANIUM","GERANIACEAE","Dicliny","gynodioecious","GERANIUM SANGUINEUM","GERANIUM","GERANIACEAE"
830010060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GERANIUM SANGUINEUM",1,"Clonality: normal state","Rhizome far creeping","GERANIUM SANGUINEUM","GERANIUM","GERANIACEAE","Dicliny","hermaphrodite","GERANIUM SANGUINEUM","GERANIUM","GERANIACEAE"
830010070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GERANIUM PRATENSE",4,"Clonality: normal state","Little or no vegetative spread","GERANIUM PRATENSE","GERANIUM","GERANIACEAE","Dicliny","gynodioecious","GERANIUM PRATENSE","GERANIUM","GERANIACEAE"
830010070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GERANIUM PRATENSE",4,"Clonality: normal state","Little or no vegetative spread","GERANIUM PRATENSE","GERANIUM","GERANIACEAE","Dicliny","hermaphrodite","GERANIUM PRATENSE","GERANIUM","GERANIACEAE"
830010080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GERANIUM SYLVATICUM",1,"Clonality: normal state","Little or no vegetative spread","GERANIUM SYLVATICUM","GERANIUM","GERANIACEAE","Dicliny","gynodioecious","GERANIUM SYLVATICUM","GERANIUM","GERANIACEAE"
